price,ret,regime,shock
99.46743758930853,-0.005339855793877275,1,0
100.97267268914412,0.015019582602856728,0,0
101.56533557021005,0.005852378797774742,0,0
101.36320508101923,-0.0019921353141369165,0,0
101.13114645691412,-0.002292001963823507,2,0
102.84881727863772,0.01684196223747572,0,0
102.88397011872661,0.00034173299137850227,0,0
103.27365531853445,0.0037804632556580975,2,0
103.44866947471631,0.001693229777394209,2,0
104.10305050104607,0.006305736177113972,0,0
105.23496888836765,0.010814370195594997,2,0
105.57017459333062,0.0031802448645033314,2,0
105.01032031568344,-0.005317259767705714,2,0
106.0425295950098,0.009781602189938746,2,0
106.13017502909481,0.0008261707294117839,2,0
105.82934455243249,-0.0028385672816248642,2,0
105.4368670201391,-0.003715482763461351,2,0
105.73121708664056,0.0027878290262184674,2,0
104.69327225224217,-0.00986532751756988,2,0
106.378082932495,0.015964709781448084,2,0
107.46048333298506,0.010123614872290247,0,0
108.14514927058052,0.0063511164412115035,2,0
109.48933798062824,0.01235287494969964,2,0
110.1270052628131,0.005807118584627586,1,0
111.27638904749713,0.010382804778544632,1,0
110.46252556312896,-0.007340769575867255,2,0
108.59503440829315,-0.017050645489231808,1,0
107.44014223345766,-0.010691806719008304,1,0
107.60838869457257,0.0015647304793618784,1,0
108.64534445859213,0.00959025027258469,1,0
106.48223428551094,-0.020110699792986388,0,0
105.85998218685262,-0.005860858854862925,0,0
106.96828444223276,0.010415085283685128,0,0
106.83827573590709,-0.00121613408158032,2,0
107.87033056709512,0.009613613516695048,0,0
109.75038886564332,0.01727873226610873,0,0
111.85463583081517,0.018991538789055844,0,0
112.3817085684885,0.004701055128005168,0,0
111.91840741237016,-0.004131088501487863,0,0
111.34150940419995,-0.00516796118505905,0,0
112.41839069254169,0.009625402962184547,0,0
111.02676819273185,-0.012456215207986052,0,0
110.75068092665855,-0.00248976990032639,0,0
110.82949254752643,0.000711359892499578,0,0
109.70228317311556,-0.010222737174580677,0,0
109.06294220146874,-0.005845012988368941,0,0
108.61418493101975,-0.0041231516798670344,2,0
109.4158019128749,0.007353305895966849,2,0
108.70138056453729,-0.006550826441741046,2,0
110.88085192518771,0.019851723987820355,2,0
111.31569527972805,0.003914047406693065,2,0
112.49385686282523,0.01052834836301591,0,0
110.23883356867294,-0.020249388116080017,1,0
112.26007974417773,0.01816909349267952,1,0
112.44755866314931,0.0016686478822127327,2,0
111.64112748032791,-0.007197459880924835,2,0
110.23752494110846,-0.012652152404511594,2,0
110.2944545871287,0.0005162938037976504,2,0
109.12857973087715,-0.010626831696727295,2,0
109.04617897654593,-0.0007553647244748819,1,0
110.26611515870246,0.011125220039477681,2,0
109.58621342131036,-0.006185096235056743,2,0
128.75303163328851,0.16118450928279784,2,1
127.4288119471906,-0.010338214932077783,2,0
129.43226785783713,0.015599845186993406,2,0
130.1282244825307,0.005362590325217586,1,0
129.90538963681374,-0.0017138930366246805,0,0
129.25294277712382,-0.005035132245566636,0,0
129.3630873926268,0.0008518004246712756,0,0
128.64143292713428,-0.005594137238944736,0,0
130.36840169720256,0.013335357439135595,0,0
129.63415883481818,-0.005647981410063634,0,0
128.55939004899002,-0.008325343512826943,1,0
126.48257345662802,-0.01628643749110146,1,0
124.9915583621291,-0.01185833752288652,0,0
125.31570386963848,0.0025899822946951557,2,0
124.16422421810074,-0.00923110598223847,0,0
126.43044660692127,0.018087249530447738,0,0
126.37508024074452,-0.00043801547974302323,0,0
112.82265595947854,-0.11343714268127941,0,1
110.50945188671493,-0.020716114864729396,0,0
108.92138135374995,-0.014474704732606978,0,0
107.9640471184113,-0.008828075353468084,0,0
108.32976623609991,0.0033816914181863766,0,0
108.2628443450681,-0.0006179517665153752,0,0
108.37945694587971,0.0010765451749643992,0,0
108.22416829035582,-0.0014338511828668897,2,0
108.7147473328721,0.004522746666721374,2,0
108.18889598037433,-0.004848718764687523,2,0
108.7624770040708,0.005287658263851865,0,0
108.06849692756929,-0.006401137563918193,2,0
105.26899834137784,-0.026246293816147112,1,0
106.53945640356541,0.011996436120772346,1,0
108.6908308489491,0.019992038553399337,1,0
108.1016395465217,-0.005435546280717209,1,0
110.76907803020673,0.024375764740599676,0,0
109.9345397334584,-0.007562560891688342,0,0
110.16982487957996,0.0021379424815612716,0,0
110.7843944428902,0.0055628822119707984,0,0
109.72896236299509,-0.009572573331975118,2,0
109.42278448665004,-0.0027942106778184326,2,0
109.45746556509806,0.00031689545977825413,1,0
109.348829625518,-0.0009929874130164922,1,0
110.51035097031637,0.010566146457788944,2,0
111.30826715054664,0.007194343095006493,2,0
112.27669584278614,0.008662789621365564,2,0
111.74803630429852,-0.004719662108322107,1,0
110.85691235930564,-0.008006369225566514,1,0
109.65635938097378,-0.010888821620040994,1,0
108.8442347043359,-0.007433649503887569,0,0
108.05556078855733,-0.007272274183558443,0,0
108.24804179025675,0.0017797304363923372,0,0
110.33671213081313,0.019111432760593627,0,0
108.44706904823983,-0.01727449870907594,0,0
108.54008955933546,0.0008573826892879965,2,0
108.3881446367112,-0.0014008775578352411,2,0
109.31470464305872,0.008512204632149955,2,0
108.87860866569574,-0.003997341178226581,2,0
109.831319710281,0.00871215200586269,2,0
110.38049257041733,0.004987688834046518,2,0
109.73355613583205,-0.0058782099661990935,2,0
110.69991570949607,0.00876786775028273,2,0
111.94757196601815,0.011207575969865963,1,0
110.70351926260815,-0.011175024052928802,2,0
110.3640006088686,-0.0030716309739311936,2,0
110.18784558824366,-0.0015974027070744855,1,0
112.0497636786865,0.016756494656133995,1,0
112.42730705858892,0.003363762139723285,1,0
113.23389833738808,0.007148722904323161,1,0
115.1817868882847,0.0170560596160158,1,0
115.95783239759676,0.006714975370785299,2,0
114.69751705883911,-0.010928234568187848,2,0
114.18849661257902,-0.004447814676483756,2,0
114.27784998322498,0.0007822016374243987,2,0
114.04360141765251,-0.002051919750200908,2,0
113.02953203618358,-0.00893171382741435,2,0
110.3386644778692,-0.024094725948331456,1,0
109.7978537799711,-0.004913421818294656,1,0
111.5902558841341,0.016192751015145897,1,0
110.1949396761939,-0.01258275705833068,1,0
111.08741364965427,0.008066425535291933,1,0
113.01903074613028,0.017238816468917534,1,0
113.57113399769653,0.004873153649763808,1,0
114.35911857981422,0.006914288142923175,2,0
113.9948003498711,-0.0031908236193633754,0,0
115.46121735325978,0.012781856695458107,0,0
114.69782677170465,-0.006633616192347258,0,0
112.88499091157207,-0.01593155601192009,0,0
113.32151213129409,0.003859497898674012,0,0
114.1838370351328,0.0075807363355359396,2,0
114.79463302344138,0.005334977012091069,2,0
113.7868482559967,-0.008817786040077888,0,0
113.98830015129111,0.0017688667901636797,0,0
115.49353482423695,0.013118739971608373,0,0
114.87269676614753,-0.005390022286418704,1,0
114.65217622106701,-0.001921540006214802,0,0
114.13042710869921,-0.004561098696285206,0,0
113.81722596442575,-0.0027480111082304275,0,0
114.2227444412612,0.0035565598747288787,1,0
115.1516634762646,0.008099631705511258,1,0
113.21613899112025,-0.016951346130721343,1,0
114.82011624981759,0.014067970991869284,0,0
104.60672949157895,-0.09315881214673527,0,1
104.77085659823648,0.0015677622742690548,0,0
105.60402764907721,0.007920863841888361,0,0
105.4154583193848,-0.001787222436074536,0,0
105.85790450236736,0.004188382518987534,2,0
104.94043635842776,-0.008704754823432727,2,0
105.99273135054577,0.009977603175658043,2,0
106.45934974741216,0.004392700177563211,2,0
108.0557643283053,0.014884210467870227,1,0
106.57259573862507,-0.01382102718217166,2,0
107.52684938243773,0.008914175020064422,2,0
107.00971617539217,-0.004820942362708075,2,0
107.64016067048279,0.005874182805952962,2,0
106.12672511001313,-0.014159918569805833,1,0
106.70387648540958,0.0054235883921443994,1,0
105.17513335325592,-0.014430590951542501,0,0
104.92552748810502,-0.0023760608994178103,2,0
105.21323163391479,0.002738231888080801,2,0
106.55062794503397,0.012631183575636725,2,0
105.85074434749791,-0.006590222304456203,2,0
106.12029904788922,0.0025433176284265125,2,0
106.85008269511242,0.006853408419469516,1,0
105.51062255150228,-0.01261512016191237,1,0
104.92404312583396,-0.005574945962646264,1,0
106.94932027645187,0.0191183904050474,1,0
108.1690499378803,0.011340200575492305,1,0
109.4487326122372,0.011760963739554476,1,0
109.65180554306788,0.001853696852506519,2,0
112.20216360064134,0.022992335181474092,1,0
111.35818255524852,-0.00755040032288594,1,0
113.59535540936139,0.01989074396228008,1,0
