price,ret,regime,shock
97.73519900764582,-0.022908415388874833,1,0
97.63757279895744,-0.0009993840585986223,2,0
97.61606310463218,-0.00022032567345262922,2,0
98.14009054416817,0.005353892396246837,2,0
97.39112734244331,-0.007660841811111641,2,0
97.06083975254361,-0.0033971156216252704,2,0
96.77245597620013,-0.0029755877393647322,2,0
97.03636196773533,0.0027233658142560933,2,0
97.39948408035913,0.0037351398126634423,2,0
97.47664056948372,0.0007918516780322383,2,0
97.42728554309652,-0.0005064549332231685,2,0
96.9632680392297,-0.0047740836849775705,2,0
96.73756108770219,-0.002330470702658272,2,0
96.33647070712374,-0.004154789267385168,2,0
96.65204451630218,0.00327039243843593,2,0
97.30372154312717,0.006719877344867593,2,0
96.87354171862955,-0.004430802258161267,2,0
97.18259980855149,0.003185246792944127,2,0
97.65133258910997,0.00481162268933735,2,0
96.86546033991455,-0.008080294901363977,2,0
96.8238692680768,-0.00042946168032250386,2,0
97.09826658936818,0.002829976095405805,2,0
96.87555189288548,-0.0022963387130597607,2,0
96.67388236806832,-0.0020839079025909884,2,0
96.41433735359838,-0.002688358421460263,2,0
96.49708466281224,0.000857878848476535,2,0
96.16551292055507,-0.0034419972923635496,2,0
96.49010815761858,0.003369697103996296,2,0
95.7982301827998,-0.007196286229501988,2,0
99.54898607250658,0.03840563462775958,1,0
96.62801587571292,-0.029781126762128317,1,0
98.42207124228838,0.018396361560924432,1,0
97.77754875987964,-0.006570092244427115,1,0
96.47794399489685,-0.013380565321955215,1,0
100.49933121161891,0.04083665028340052,1,0
99.35250618737722,-0.011476878344828214,1,0
98.6810742670586,-0.006781016548824128,1,0
100.3293573356882,0.016565169439475506,1,0
102.25925628281067,0.019052969406884675,1,0
102.10802170534987,-0.001480027591070146,0,0
102.11578090803661,7.598725115467585e-05,0,0
102.76294074349998,0.006317512942712598,0,0
103.19992814240506,0.004243367330959113,0,0
104.4689863845801,0.012222089595168658,0,0
104.76135511101405,0.002794708593763296,0,0
104.57753207504197,-0.0017562249010736404,0,0
104.4131995860149,-0.0015726297677356193,0,0
103.91507966947711,-0.004782076322798149,0,0
105.57867235672033,0.0158823606052615,0,0
106.49889198103351,0.008678196606119341,0,0
107.66362861537657,0.010877235800388834,0,0
107.59401596494659,-0.0006467844892799146,0,0
107.28923894351816,-0.0028366773011697377,0,0
106.13040437976751,-0.01085978717432501,0,0
106.37942863491656,0.0023436503205610222,0,0
107.56270541742785,0.011061765401833219,0,0
106.97443990094457,-0.005484057224163241,0,0
106.38161678307789,-0.005557139110084333,0,0
103.51210004519187,-0.027344272863824563,1,0
104.86053185465242,0.012942684655317864,1,0
100.3256146124121,-0.04421015682851401,1,0
101.19986502230915,0.008676380732686081,1,0
101.96469473206669,0.0075292002088247455,1,0
101.85730989004782,-0.0010537120577713678,1,0
102.16521919953642,0.0030183876715388362,1,0
99.61586462921687,-0.02526986357125227,1,0
99.64744998893353,0.00031702132469002586,0,0
98.3899692095101,-0.012699596722517678,0,0
97.87409390907007,-0.00525696330024649,0,0
98.37900779240289,0.005145549221812336,0,0
98.62104040072255,0.002457184476017782,0,0
99.14464243303314,0.005295188207053532,0,0
98.54401546468577,-0.006076512662516696,0,0
98.99867285348125,0.004603138647884027,0,0
99.73878858489778,0.007448209789952753,0,0
101.04396783270613,0.013001092876790339,0,0
101.30352922945136,0.0025655028392143043,0,0
103.03287887133077,0.016926899604931434,0,0
103.07015653247645,0.0003617381129698587,0,0
102.54717478012584,-0.0050869532911664885,0,0
104.48123724618313,0.018684572943763758,0,0
104.31304375452768,-0.0016110932467103423,0,0
104.24549494765951,-0.0006477683402509545,0,0
103.82656176981631,-0.004026814081080036,0,0
103.52572515256975,-0.002901697712573515,0,0
104.70611964616148,0.0113374314907266,0,0
104.8248009487884,0.0011328286534693882,0,0
105.48573642655515,0.006285349863138117,0,0
104.03024859911713,-0.013894035260776904,0,0
103.62957167073614,-0.0038589788346231457,0,0
103.39441769083943,-0.002271756831228198,0,0
103.36189033076342,-0.00031464443001145395,0,0
104.14400877740077,0.007538312440535877,0,0
104.12782106159999,-0.00015544796284646246,0,0
104.39145357320447,0.002528616623438901,1,0
104.7191249574938,0.0031339557738485585,1,0
104.63407619854621,-0.0008124906918704264,1,0
104.75221464015422,0.0011284258742130168,1,0
103.46978311306046,-0.01231808124709734,1,0
103.03373552971816,-0.0042231554627759444,1,0
102.58572202914142,-0.004357702474860411,1,0
103.6770393721255,0.010581915214181071,1,0
104.27901624472327,0.0057894784764597,0,0
104.97396561233462,0.00664221763039596,0,0
104.38593202759503,-0.00561745718918801,0,0
104.40642407237608,0.0001962911404384788,0,0
104.73182883033448,0.0031118651517410743,0,0
105.25391424845441,0.004972589912534314,0,0
107.04942677146386,0.016914998367519404,0,0
105.94488607589483,-0.01037164403278476,0,0
106.54175732900507,0.005617979684753959,0,0
105.91244323354927,-0.005924250350063635,0,0
106.17057209575074,0.0024342259493207886,0,0
107.1763584949319,0.009428716388320232,0,0
107.93509625963715,0.007054398029035247,0,0
108.19448051037234,0.002400267276175515,0,0
108.45675655187779,0.0024211832176587655,0,0
109.26257445386508,0.007402388918354501,0,0
109.88344115181148,0.005666252771058885,0,0
110.49965287159209,0.0055922014199408865,0,0
112.6496148452717,0.019269868314224725,0,0
113.51527640139089,0.00765517387583017,0,0
112.36437080827346,-0.010190520191882626,0,0
111.86389969025412,-0.0044639504909373805,0,0
113.58293691139427,0.015250340734092822,0,0
111.91804128995054,-0.014766462539850167,0,0
112.29013183982785,0.003319155464199742,0,0
113.0670884891875,0.00689536129931913,1,0
112.59042644408524,-0.0042246565924238325,1,0
113.73864214453968,0.01014651417512671,1,0
115.81967817989253,0.018131279603839114,1,0
118.74673839820193,0.02495849324628916,1,0
120.23790237935302,0.012479323593908211,1,0
118.40198457799585,-0.015386816063144161,1,0
118.23856166784223,-0.001381191336195077,1,0
118.977764564024,0.006232330637570617,1,0
118.41695339359903,-0.00472472360378523,1,0
117.48336545013099,-0.007915146720537416,1,0
118.81586675677696,0.01127820364416099,1,0
117.67370676970712,-0.009659359189706477,1,0
116.5107975003733,-0.00993164626177226,1,0
116.5478688412802,0.0003181288368416036,1,0
115.55520956398296,-0.00855365931760911,1,0
118.84465754206614,0.028068820893242422,1,0
120.06364309931574,0.010204719822178413,1,0
118.03993892585085,-0.016998928679837294,1,0
114.60451356461164,-0.029535843786849415,1,0
116.04645678794665,0.012503411597483083,1,0
116.26486314177744,0.0018802907946517931,0,0
116.05817694144356,-0.0017793005359176151,0,0
117.32997118559199,0.010898641109356427,0,0
116.65666829537082,-0.00575507003371049,0,0
115.93892124538019,-0.006171650370596682,0,0
116.07498002346959,0.0011728503588959445,0,0
116.78124847626219,0.006066151832188983,0,0
116.64591383698783,-0.0011595450426317821,0,0
116.31267408013288,-0.002860937535127489,0,0
115.96183561536348,-0.003020897403134851,0,0
115.77885182891296,-0.0015792118897833365,0,0
115.6517087453357,-0.0010987580555750335,0,0
116.16567266036886,0.004434221058487519,0,0
116.37336770520218,0.001786324564990323,0,0
116.41777718498822,0.0003815392578244988,0,0
116.0953959603091,-0.0027730164867697405,2,0
116.19347126641581,0.0008444254182766383,2,0
115.79577017755325,-0.0034286200168840994,2,0
114.82177235840095,-0.00844691691444229,2,0
117.23963101992364,0.02083884802451624,1,0
115.28938642796291,-0.016774597375360224,1,0
112.85723615938377,-0.021321748108219418,1,0
112.41308332880737,-0.003943292725975055,1,0
114.1750228271885,0.01555222859447164,1,0
115.10120435137654,0.008079220192419835,1,0
119.04908506226923,0.033724108385061964,1,0
115.2110708049375,-0.03277004319839183,1,0
110.24345703632663,-0.04407467842512223,1,0
109.4775824422739,-0.006971364213956,1,0
104.66237808885933,-0.04498007901525625,1,0
106.68310585450789,0.019123089909428573,1,0
107.78518785232106,0.010277432429959925,1,0
108.54318327343759,0.007007851251912651,1,0
107.28385924079346,-0.01166988445767675,1,0
107.40875777361929,0.0011635104052751051,1,0
108.42597767953521,0.009425984518809032,1,0
106.59680227624655,-0.017014192911845784,1,0
107.71488864826757,0.010434302594068138,1,0
109.76030007203939,0.018811081399013052,1,0
114.11437265538025,0.038902316497124646,1,0
113.87814186266108,-0.0020722687124675324,1,0
112.36026723050263,-0.013418565075807454,1,0
112.0356858914424,-0.002892935999201285,1,0
110.29099564865854,-0.01569515674713338,1,0
112.50899686700888,0.01991090276922266,1,0
113.03489200922176,0.0046633592945726,1,0
114.4093197584039,0.012085992154467958,1,0
119.47502553370681,0.04332481613299295,1,0
120.59152683488688,0.00930166522756051,1,0
122.15880616935932,0.01291286477454265,1,0
119.49369670121808,-0.02205826547196198,1,0
117.72059902581924,-0.014949610793358646,1,0
120.24538076457748,0.021220482730983165,1,0
123.93810181270175,0.030247767396070963,1,0
